X,Y,Z,S,I_Raw,I_Pro,I_DoG,N,Gain,X_in_px,Y_in_px,Z_in_px,X_um,Y_um,Z_um,X_abs_out_px,Y_abs_out_px,Z_abs_out_px,X_abs_in_px,Y_abs_in_px,Z_abs_in_px,X_abs_um,Y_abs_um,Z_abs_um,S_um,X_ref_in_px,Y_ref_in_px,Z_ref_in_px,X_ref_out_px,Y_ref_out_px,Z_ref_out_px,ID
21.0,46.0,21.0,2.0,933.0,210.89634998173585,100.96236504044651,1.0,-0.3525121461924506,93.0,204.0,21.0,42.0,92.0,42.0,75.0,46.0,76.0,333.0,204.0,76.0,150.0,92.0,152.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,254
15.0,46.0,19.0,2.0,1318.0,595.8963499817359,325.52259809009803,2.0,-0.29343194261136407,67.0,204.0,19.0,30.0,92.0,38.0,69.0,46.0,74.0,307.0,204.0,74.0,138.0,92.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,255
26.0,44.0,24.0,2.0,917.0,194.89634998173585,102.78075796365796,1.0,-0.30944802122632714,116.0,196.0,24.0,52.0,88.0,48.0,80.0,44.0,79.0,356.0,196.0,79.0,160.0,88.0,158.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,256
52.0,43.0,19.0,2.0,808.0,85.89634998173585,41.01154370518279,1.0,-0.35368017680037883,231.0,191.0,19.0,104.0,86.0,38.0,106.0,43.0,74.0,471.0,191.0,74.0,212.0,86.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,257
47.0,43.0,22.0,2.0,723.0,0.8963499817358525,0.2703415911109202,1.0,-0.5365671658169671,209.0,191.0,22.0,94.0,86.0,44.0,101.0,43.0,77.0,449.0,191.0,77.0,202.0,86.0,154.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,258
46.0,42.0,15.0,2.0,761.0,38.89634998173585,14.187134335511589,3.0,-0.4654784056478364,204.0,187.0,15.0,92.0,84.0,30.0,100.0,42.0,70.0,444.0,187.0,70.0,200.0,84.0,140.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,259
26.0,41.0,19.0,2.0,846.0,123.89634998173585,64.32631266395703,1.0,-0.3164870610183241,116.0,182.0,19.0,52.0,82.0,38.0,80.0,41.0,74.0,356.0,182.0,74.0,160.0,82.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,260
26.0,38.0,22.0,2.0,893.0,170.89634998173585,84.34665318533932,1.0,-0.33908744107568517,116.0,169.0,22.0,52.0,76.0,44.0,80.0,38.0,77.0,356.0,169.0,77.0,160.0,76.0,154.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,261
22.0,38.0,21.0,2.0,987.0,264.89634998173585,179.90426803445325,4.0,-0.1910790554346514,98.0,169.0,21.0,44.0,76.0,42.0,76.0,38.0,76.0,338.0,169.0,76.0,152.0,76.0,152.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,262
45.0,37.0,22.0,2.0,749.0,26.896349981735852,4.626490133691545,1.0,-0.7064674301712222,200.0,164.0,22.0,90.0,74.0,44.0,99.0,37.0,77.0,440.0,164.0,77.0,198.0,74.0,154.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,263
44.0,37.0,19.0,2.0,752.0,29.896349981735852,11.352565762535741,1.0,-0.4495581007308141,196.0,164.0,19.0,88.0,74.0,38.0,98.0,37.0,74.0,436.0,164.0,74.0,196.0,74.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,264
34.0,37.0,18.0,2.0,754.0,31.896349981735852,17.070175149306323,1.0,-0.3027818452045012,151.0,164.0,18.0,68.0,74.0,36.0,88.0,37.0,73.0,391.0,164.0,73.0,176.0,74.0,146.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,265
48.0,36.0,15.0,2.0,797.0,74.89634998173585,21.177261327845994,2.0,-0.5591450963656261,213.0,160.0,15.0,96.0,72.0,30.0,102.0,36.0,70.0,453.0,160.0,70.0,204.0,72.0,140.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,266
18.0,36.0,19.0,2.0,784.0,61.89634998173585,20.397396014466114,1.0,-0.5042783441792164,80.0,160.0,19.0,36.0,72.0,38.0,72.0,36.0,74.0,320.0,160.0,74.0,144.0,72.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,267
23.0,34.0,23.0,2.0,1006.0,283.89634998173585,166.32438797294387,1.0,-0.2611429285619159,102.0,151.0,23.0,46.0,68.0,46.0,77.0,34.0,78.0,342.0,151.0,78.0,154.0,68.0,156.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,268
37.0,33.0,17.0,2.0,784.0,61.89634998173585,22.360964865300303,2.0,-0.46922199203961756,164.0,147.0,17.0,74.0,66.0,34.0,91.0,33.0,72.0,404.0,147.0,72.0,182.0,66.0,144.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,269
41.0,32.0,16.0,2.0,823.0,100.89634998173585,38.826654468575434,2.0,-0.44423390233663224,182.0,142.0,16.0,82.0,64.0,32.0,95.0,32.0,71.0,422.0,142.0,71.0,190.0,64.0,142.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,270
41.0,31.0,22.0,2.0,791.0,68.89634998173585,36.81299527761435,1.0,-0.30350537717746073,182.0,138.0,22.0,82.0,62.0,44.0,95.0,31.0,77.0,422.0,138.0,77.0,190.0,62.0,154.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,271
23.0,30.0,19.0,2.0,902.0,179.89634998173585,57.01824239431376,1.0,-0.5186599371320287,102.0,133.0,19.0,46.0,60.0,38.0,77.0,30.0,74.0,342.0,133.0,74.0,154.0,60.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,272
28.0,29.0,19.0,2.0,735.0,12.896349981735852,4.138704350990731,1.0,-0.5140955502513737,124.0,129.0,19.0,56.0,58.0,38.0,82.0,29.0,74.0,364.0,129.0,74.0,164.0,58.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,273
54.0,28.0,21.0,2.0,725.0,2.8963499817358525,0.6483739291862859,1.0,-0.634175216191878,240.0,124.0,21.0,108.0,56.0,42.0,108.0,28.0,76.0,480.0,124.0,76.0,216.0,56.0,152.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,274
38.0,27.0,21.0,2.0,829.0,106.89634998173585,46.833676324229494,3.0,-0.3907022921986951,169.0,120.0,21.0,76.0,54.0,42.0,92.0,27.0,76.0,409.0,120.0,76.0,184.0,54.0,152.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,275
35.0,25.0,21.0,2.0,821.0,98.89634998173585,62.059453230043914,4.0,-0.22886342720568636,156.0,111.0,21.0,70.0,50.0,42.0,89.0,25.0,76.0,396.0,111.0,76.0,178.0,50.0,152.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,276
32.0,24.0,16.0,2.0,769.0,46.89634998173585,11.171640093737256,1.0,-0.6152220843457106,142.0,107.0,16.0,64.0,48.0,32.0,86.0,24.0,71.0,382.0,107.0,71.0,172.0,48.0,142.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,277
41.0,20.0,20.0,2.0,727.0,4.8963499817358525,0.9940932732506559,1.0,-0.6624725066626814,182.0,89.0,20.0,82.0,40.0,40.0,95.0,20.0,75.0,422.0,89.0,75.0,190.0,40.0,150.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,278
22.0,20.0,19.0,2.0,859.0,136.89634998173585,59.070011202661895,2.0,-0.3971413170541141,98.0,89.0,19.0,44.0,40.0,38.0,76.0,20.0,74.0,338.0,89.0,74.0,152.0,40.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,279
32.0,19.0,23.0,2.0,766.0,43.89634998173585,22.94529118283354,1.0,-0.3134432134501179,142.0,84.0,23.0,64.0,38.0,46.0,86.0,19.0,78.0,382.0,84.0,78.0,172.0,38.0,156.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,280
31.0,18.0,19.0,2.0,834.0,111.89634998173585,47.840559810529555,1.0,-0.40100807167554164,138.0,80.0,19.0,62.0,36.0,38.0,85.0,18.0,74.0,378.0,80.0,74.0,170.0,36.0,148.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,281
26.0,18.0,15.0,2.0,844.0,121.89634998173585,69.25328799723655,2.0,-0.2754023629921305,116.0,80.0,15.0,52.0,36.0,30.0,80.0,18.0,70.0,356.0,80.0,70.0,160.0,36.0,140.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,282
35.0,17.0,23.0,2.0,836.0,113.89634998173585,32.54053403792346,1.0,-0.5555691551924191,156.0,76.0,23.0,70.0,34.0,46.0,89.0,17.0,78.0,396.0,76.0,78.0,178.0,34.0,156.0,4.0,240.0,0.0,55.0,54.0,0.0,55.0,283
23.0,44.0,17.0,3.0,920.0,197.89634998173585,100.59906936048131,3.0,-0.3259590409650668,102.0,196.0,17.0,46.0,88.0,34.0,77.0,44.0,72.0,342.0,196.0,72.0,154.0,88.0,144.0,6.0,240.0,0.0,55.0,54.0,0.0,55.0,284
26.0,60.0,16.0,2.0,1385.0,360.66807261542,192.52446364544699,2.0,-0.3039513333033874,116.0,267.0,16.0,52.0,120.0,32.0,80.0,113.0,71.0,356.0,503.0,71.0,160.0,226.0,142.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,285
52.0,57.0,19.0,2.0,1066.0,41.66807261541999,9.521962670156913,2.0,-0.6279759286339159,231.0,253.0,19.0,104.0,114.0,38.0,106.0,110.0,74.0,471.0,489.0,74.0,212.0,220.0,148.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,286
28.0,56.0,20.0,2.0,1389.0,364.66807261542,195.83633438020863,1.0,-0.3012139353911058,124.0,249.0,20.0,56.0,112.0,40.0,82.0,109.0,75.0,364.0,485.0,75.0,164.0,218.0,150.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,287
19.0,56.0,23.0,2.0,1189.0,164.66807261542,86.68858542394342,2.0,-0.31023442068228274,84.0,249.0,23.0,38.0,112.0,46.0,73.0,109.0,78.0,324.0,485.0,78.0,146.0,218.0,156.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,288
37.0,47.0,22.0,2.0,1086.0,61.66807261541999,13.788030796572704,1.0,-0.6345416693122987,164.0,209.0,22.0,74.0,94.0,44.0,91.0,100.0,77.0,404.0,445.0,77.0,182.0,200.0,154.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,289
19.0,46.0,15.0,2.0,1118.0,93.66807261541999,32.14422944526224,3.0,-0.4890129356387053,84.0,204.0,15.0,38.0,92.0,30.0,73.0,99.0,70.0,324.0,440.0,70.0,146.0,198.0,140.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,290
31.0,45.0,19.0,2.0,1269.0,244.66807261542,130.68116798456222,1.0,-0.30368225721904707,138.0,200.0,19.0,62.0,90.0,38.0,85.0,98.0,74.0,378.0,436.0,74.0,170.0,196.0,148.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,291
41.0,38.0,24.0,2.0,1069.0,44.66807261541999,13.610971507789413,3.0,-0.5329034059304724,182.0,169.0,24.0,82.0,76.0,48.0,95.0,91.0,79.0,422.0,405.0,79.0,190.0,182.0,158.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,292
36.0,37.0,15.0,2.0,1026.0,1.6680726154199874,0.3159376433190315,1.0,-0.6815161192565279,160.0,164.0,15.0,72.0,74.0,30.0,90.0,90.0,70.0,400.0,400.0,70.0,180.0,180.0,140.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,293
29.0,33.0,18.0,2.0,1051.0,26.668072615419987,6.285627300241901,2.0,-0.618517658634469,129.0,147.0,18.0,58.0,66.0,36.0,83.0,86.0,73.0,369.0,383.0,73.0,166.0,172.0,146.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,294
19.0,28.0,17.0,2.0,1772.0,747.66807261542,339.38379675053886,1.0,-0.3755885872336706,84.0,124.0,17.0,38.0,56.0,34.0,73.0,81.0,72.0,324.0,360.0,72.0,146.0,162.0,144.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,295
43.0,27.0,15.0,2.0,992.0,-1.0,2.705544311889836,1.0,2.1726461670080512,191.0,120.0,15.0,86.0,54.0,30.0,97.0,80.0,70.0,431.0,356.0,70.0,194.0,160.0,140.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,296
23.0,20.0,16.0,2.0,1771.0,746.66807261542,412.3891750386639,1.0,-0.2884058559258674,102.0,89.0,16.0,46.0,40.0,32.0,77.0,73.0,71.0,342.0,325.0,71.0,154.0,146.0,142.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,297
17.0,18.0,15.0,2.0,1199.0,174.66807261542,30.959939298421336,1.0,-0.6988743020927164,76.0,80.0,15.0,34.0,36.0,30.0,71.0,71.0,70.0,316.0,316.0,70.0,142.0,142.0,140.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,298
41.0,16.0,20.0,2.0,1028.0,3.6680726154199874,0.3431263562558079,1.0,-0.8289158136114815,182.0,71.0,20.0,82.0,32.0,40.0,95.0,69.0,75.0,422.0,307.0,75.0,190.0,138.0,150.0,4.0,240.0,236.0,55.0,54.0,53.0,55.0,299
9.0,65.0,46.0,2.0,1096.0,94.94407653256155,22.903841513849382,1.0,-0.6112983259521075,40.0,289.0,46.0,18.0,130.0,92.0,63.0,65.0,46.0,280.0,289.0,46.0,126.0,130.0,92.0,4.0,240.0,0.0,0.0,54.0,0.0,0.0,300
19.0,65.0,2.0,2.0,1516.0,669.6999601139258,349.31731711385237,1.0,-0.3144035436491026,84.0,289.0,2.0,38.0,130.0,4.0,19.0,65.0,57.0,84.0,289.0,57.0,38.0,130.0,114.0,4.0,0.0,0.0,55.0,0.0,0.0,55.0,301
17.0,12.0,25.0,2.0,1218.0,200.1151184318229,114.9717974146164,1.0,-0.27022169672923496,76.0,53.0,25.0,34.0,24.0,50.0,17.0,65.0,25.0,76.0,289.0,25.0,34.0,130.0,50.0,4.0,0.0,236.0,0.0,0.0,53.0,0.0,302
2.0,65.0,2.0,2.0,1101.0,254.69996011392584,130.21052434442717,1.0,-0.32342438254099654,9.0,289.0,2.0,4.0,130.0,4.0,2.0,65.0,57.0,9.0,289.0,57.0,4.0,130.0,114.0,4.0,0.0,0.0,55.0,0.0,0.0,55.0,303
65.0,64.0,6.0,2.0,1402.0,555.6999601139258,382.8758812041643,1.0,-0.18413437817348446,289.0,284.0,6.0,130.0,128.0,12.0,65.0,64.0,61.0,289.0,284.0,61.0,130.0,128.0,122.0,4.0,0.0,0.0,55.0,0.0,0.0,55.0,304
26.0,11.0,52.0,2.0,1502.0,484.1151184318229,275.29603671810594,1.0,-0.27497499911295126,116.0,49.0,52.0,52.0,22.0,104.0,26.0,64.0,52.0,116.0,285.0,52.0,52.0,128.0,104.0,4.0,0.0,236.0,0.0,0.0,53.0,0.0,305
10.0,11.0,55.0,2.0,1265.0,247.1151184318229,151.27715428537635,1.0,-0.24056180480809075,44.0,49.0,55.0,20.0,22.0,110.0,10.0,64.0,55.0,44.0,285.0,55.0,20.0,128.0,110.0,4.0,0.0,236.0,0.0,0.0,53.0,0.0,306
23.0,9.0,49.0,2.0,1396.0,378.1151184318229,199.9699276479439,1.0,-0.3081643297849599,102.0,40.0,49.0,46.0,18.0,98.0,23.0,62.0,49.0,102.0,276.0,49.0,46.0,124.0,98.0,4.0,0.0,236.0,0.0,0.0,53.0,0.0,307
14.0,58.0,10.0,2.0,1379.0,532.6999601139258,325.7703705302807,2.0,-0.24104454422829347,62.0,258.0,10.0,28.0,116.0,20.0,14.0,58.0,65.0,62.0,258.0,65.0,28.0,116.0,130.0,4.0,0.0,0.0,55.0,0.0,0.0,55.0,308
4.0,5.0,19.0,2.0,1220.0,202.1151184318229,66.1112386907031,2.0,-0.5070489015327944,18.0,22.0,19.0,8.0,10.0,38.0,4.0,58.0,19.0,18.0,258.0,19.0,8.0,116.0,38.0,4.0,0.0,236.0,0.0,0.0,53.0,0.0,309
32.0,4.0,46.0,2.0,1371.0,353.1151184318229,204.7586406963055,3.0,-0.2659319878521907,142.0,18.0,46.0,64.0,8.0,92.0,32.0,57.0,46.0,142.0,254.0,46.0,64.0,114.0,92.0,4.0,0.0,236.0,0.0,0.0,53.0,0.0,310
8.0,5.0,52.0,2.0,1292.0,274.1151184318229,160.26588914164887,1.0,-0.26209532024928006,36.0,22.0,52.0,16.0,10.0,104.0,8.0,58.0,52.0,36.0,258.0,52.0,16.0,116.0,104.0,4.0,0.0,236.0,0.0,0.0,53.0,0.0,311
19.0,2.0,42.0,2.0,1243.0,225.1151184318229,161.1705769889294,1.0,-0.16553691270716991,84.0,9.0,42.0,38.0,4.0,84.0,19.0,55.0,42.0,84.0,245.0,42.0,38.0,110.0,84.0,4.0,0.0,236.0,0.0,0.0,53.0,0.0,312
17.0,54.0,53.0,2.0,1584.0,508.02497541294224,237.36378613078307,1.0,-0.3631141268102979,76.0,240.0,53.0,34.0,108.0,106.0,17.0,54.0,53.0,76.0,240.0,53.0,34.0,108.0,106.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,313
6.0,54.0,7.0,2.0,1419.0,343.02497541294224,189.34201802397695,1.0,-0.28867859819182307,27.0,240.0,7.0,12.0,108.0,14.0,6.0,54.0,7.0,27.0,240.0,7.0,12.0,108.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,314
16.0,53.0,59.0,2.0,1819.0,743.0249754129422,256.4845621663353,1.0,-0.4867791601318424,71.0,236.0,59.0,32.0,106.0,118.0,16.0,53.0,59.0,71.0,236.0,59.0,32.0,106.0,118.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,315
2.0,52.0,21.0,2.0,1134.0,58.02497541294224,10.445847783474688,1.0,-0.6948817818792832,9.0,231.0,21.0,4.0,104.0,42.0,2.0,52.0,21.0,9.0,231.0,21.0,4.0,104.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,316
48.0,51.0,4.0,2.0,1798.0,722.0249754129422,302.6397005817676,1.0,-0.40929026310392674,213.0,227.0,4.0,96.0,102.0,8.0,48.0,51.0,4.0,213.0,227.0,4.0,96.0,102.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,317
11.0,51.0,39.0,2.0,1110.0,108.94407653256155,32.577324323206945,3.0,-0.5396127493620826,49.0,227.0,39.0,22.0,102.0,78.0,65.0,51.0,39.0,289.0,227.0,39.0,130.0,102.0,78.0,4.0,240.0,0.0,0.0,54.0,0.0,0.0,318
10.0,49.0,10.0,2.0,1564.0,562.9440765325616,261.75292619310466,1.0,-0.3652143142802806,44.0,218.0,10.0,20.0,98.0,20.0,64.0,49.0,10.0,284.0,218.0,10.0,128.0,98.0,20.0,4.0,240.0,0.0,0.0,54.0,0.0,0.0,319
6.0,49.0,21.0,2.0,1458.0,456.94407653256155,240.95256643890104,1.0,-0.30948925212482004,27.0,218.0,21.0,12.0,98.0,42.0,60.0,49.0,21.0,267.0,218.0,21.0,120.0,98.0,42.0,4.0,240.0,0.0,0.0,54.0,0.0,0.0,320
18.0,49.0,6.0,2.0,1371.0,295.02497541294224,170.9484095032207,1.0,-0.26627393307462227,80.0,218.0,6.0,36.0,98.0,12.0,18.0,49.0,6.0,80.0,218.0,6.0,36.0,98.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,321
10.0,48.0,17.0,2.0,1341.0,265.02497541294224,170.3673126662072,1.0,-0.21740776154842534,44.0,213.0,17.0,20.0,96.0,34.0,10.0,48.0,17.0,44.0,213.0,17.0,20.0,96.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,322
4.0,47.0,17.0,2.0,1688.0,612.0249754129422,357.3202155887813,1.0,-0.26275960533826803,18.0,209.0,17.0,8.0,94.0,34.0,4.0,47.0,17.0,18.0,209.0,17.0,8.0,94.0,34.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,323
24.0,46.0,9.0,2.0,1148.0,301.69996011392584,113.55094169443407,2.0,-0.4530971940100045,107.0,204.0,9.0,48.0,92.0,18.0,24.0,46.0,64.0,107.0,204.0,64.0,48.0,92.0,128.0,4.0,0.0,0.0,55.0,0.0,0.0,55.0,324
10.0,45.0,61.0,2.0,1429.0,353.02497541294224,133.65030431426973,1.0,-0.4507618945051718,44.0,200.0,61.0,20.0,90.0,122.0,10.0,45.0,61.0,44.0,200.0,61.0,20.0,90.0,122.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,325
4.0,45.0,6.0,2.0,1280.0,204.02497541294224,118.14305255358553,2.0,-0.2665749404167429,18.0,200.0,6.0,8.0,90.0,12.0,4.0,45.0,6.0,18.0,200.0,6.0,8.0,90.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,326
8.0,42.0,26.0,2.0,1602.0,526.0249754129422,305.0544458355319,1.0,-0.265883769863368,36.0,187.0,26.0,16.0,84.0,52.0,8.0,42.0,26.0,36.0,187.0,26.0,16.0,84.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,327
5.0,41.0,33.0,2.0,1632.0,556.0249754129422,249.79521700129192,1.0,-0.3800224433371261,22.0,182.0,33.0,10.0,82.0,66.0,5.0,41.0,33.0,22.0,182.0,33.0,10.0,82.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,328
50.0,40.0,7.0,2.0,1250.0,174.02497541294224,60.05897159913432,1.0,-0.48685954448609986,222.0,178.0,7.0,100.0,80.0,14.0,50.0,40.0,7.0,222.0,178.0,7.0,100.0,80.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,329
11.0,40.0,37.0,2.0,2309.0,1233.0249754129422,494.79470570193115,1.0,-0.4272611764872761,49.0,178.0,37.0,22.0,80.0,74.0,11.0,40.0,37.0,49.0,178.0,37.0,22.0,80.0,74.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,330
4.0,37.0,34.0,2.0,1711.0,635.0249754129422,249.54860143063686,1.0,-0.435776496238786,18.0,164.0,34.0,8.0,74.0,68.0,4.0,37.0,34.0,18.0,164.0,34.0,8.0,74.0,68.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,331
53.0,34.0,5.0,2.0,1250.0,174.02497541294224,64.1627453103705,2.0,-0.4612422074863867,236.0,151.0,5.0,106.0,68.0,10.0,53.0,34.0,5.0,236.0,151.0,5.0,106.0,68.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,332
34.0,34.0,7.0,2.0,1202.0,126.02497541294224,79.01191626488878,1.0,-0.22929073282052978,151.0,151.0,7.0,68.0,68.0,14.0,34.0,34.0,7.0,151.0,151.0,7.0,68.0,68.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,333
8.0,34.0,2.0,2.0,1234.0,158.02497541294224,56.21975370530353,1.0,-0.4751819198849483,36.0,151.0,2.0,16.0,68.0,4.0,8.0,34.0,2.0,36.0,151.0,2.0,16.0,68.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,334
12.0,32.0,22.0,2.0,1475.0,399.02497541294224,216.5890205980862,2.0,-0.296347964791216,53.0,142.0,22.0,24.0,64.0,44.0,12.0,32.0,22.0,53.0,142.0,22.0,24.0,64.0,44.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,335
13.0,31.0,44.0,2.0,1779.0,703.0249754129422,377.7032987386115,1.0,-0.3010207879771913,58.0,138.0,44.0,26.0,62.0,88.0,13.0,31.0,44.0,58.0,138.0,44.0,26.0,62.0,88.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,336
49.0,28.0,5.0,2.0,1503.0,427.02497541294224,202.4264002190083,1.0,-0.3568164021699748,218.0,124.0,5.0,98.0,56.0,10.0,49.0,28.0,5.0,218.0,124.0,5.0,98.0,56.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,337
13.0,28.0,26.0,2.0,1436.0,360.02497541294224,197.4544869632099,1.0,-0.29161700012554004,58.0,124.0,26.0,26.0,56.0,52.0,13.0,28.0,26.0,58.0,124.0,26.0,26.0,56.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,338
5.0,28.0,36.0,2.0,1226.0,150.02497541294224,16.70007372074259,1.0,-0.7996692901574497,22.0,124.0,36.0,10.0,56.0,72.0,5.0,28.0,36.0,22.0,124.0,36.0,10.0,56.0,72.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,339
32.0,27.0,4.0,2.0,1576.0,500.02497541294224,213.62862746819724,1.0,-0.40131002882703154,142.0,120.0,4.0,64.0,54.0,8.0,32.0,27.0,4.0,142.0,120.0,4.0,64.0,54.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,340
10.0,26.0,19.0,2.0,1689.0,613.0249754129422,195.14200031165402,1.0,-0.5170750447042427,44.0,116.0,19.0,20.0,52.0,38.0,10.0,26.0,19.0,44.0,116.0,19.0,20.0,52.0,38.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,341
8.0,26.0,31.0,2.0,1784.0,708.0249754129422,452.66104717534876,1.0,-0.22001120308844632,36.0,116.0,31.0,16.0,52.0,62.0,8.0,26.0,31.0,36.0,116.0,31.0,16.0,52.0,62.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,342
9.0,24.0,52.0,2.0,1353.0,277.02497541294224,142.82416148164515,2.0,-0.3196405616643943,40.0,107.0,52.0,18.0,48.0,104.0,9.0,24.0,52.0,40.0,107.0,52.0,18.0,48.0,104.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,343
11.0,23.0,8.0,2.0,1466.0,464.94407653256155,271.881469811519,2.0,-0.2620194260079125,49.0,102.0,8.0,22.0,46.0,16.0,65.0,23.0,8.0,289.0,102.0,8.0,130.0,46.0,16.0,4.0,240.0,0.0,0.0,54.0,0.0,0.0,344
48.0,23.0,57.0,2.0,1293.0,217.02497541294224,107.8667857995405,2.0,-0.33598324933210943,213.0,102.0,57.0,96.0,46.0,114.0,48.0,23.0,57.0,213.0,102.0,57.0,96.0,46.0,114.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,345
12.0,23.0,33.0,2.0,1936.0,860.0249754129422,577.7759386499732,3.0,-0.1963060629620787,53.0,102.0,33.0,24.0,46.0,66.0,12.0,23.0,33.0,53.0,102.0,33.0,24.0,46.0,66.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,346
9.0,23.0,43.0,2.0,1166.0,90.02497541294224,19.537705808259314,1.0,-0.6433510828597984,40.0,102.0,43.0,18.0,46.0,86.0,9.0,23.0,43.0,40.0,102.0,43.0,18.0,46.0,86.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,347
32.0,22.0,10.0,2.0,1974.0,898.0249754129422,531.4017594885146,1.0,-0.2564826912585361,142.0,98.0,10.0,64.0,44.0,20.0,32.0,22.0,10.0,142.0,98.0,10.0,64.0,44.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,348
13.0,22.0,16.0,2.0,2278.0,1202.0249754129422,599.3513655053708,1.0,-0.33456285408985553,58.0,98.0,16.0,26.0,44.0,32.0,13.0,22.0,16.0,58.0,98.0,16.0,26.0,44.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,349
49.0,20.0,7.0,2.0,1343.0,496.69996011392584,294.3642968964873,1.0,-0.2557765205851983,218.0,89.0,7.0,98.0,40.0,14.0,49.0,20.0,62.0,218.0,89.0,62.0,98.0,40.0,124.0,4.0,0.0,0.0,55.0,0.0,0.0,55.0,350
7.0,20.0,39.0,2.0,1296.0,220.02497541294224,108.58855537160363,1.0,-0.33911086915773236,31.0,89.0,39.0,14.0,40.0,78.0,7.0,20.0,39.0,31.0,89.0,39.0,14.0,40.0,78.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,351
